similar_questions,total_submission,like,paid_only,title,url,topics,level,companies,ac_rate,frequency,dislike,total_accpeted,id
"[u'Range Sum Query 2D - Immutable', u'Range Sum Query - Mutable', u'Maximum Size Subarray Sum Equals k']",305700.0,241.0,False,RangeSumQuery-Immutable,https://leetcode.com/problems/range-sum-query-immutable/description/,[u'Dynamic Programming'],Easy,"[u'Google\xa07', u'Palantir\xa0']",0.333333333333,467.05891656438416,470.0,101900.0,303.0
"[u'Range Sum Query - Immutable', u'Range Sum Query 2D - Mutable']",169300.0,215.0,False,RangeSumQuery2D-Immutable,https://leetcode.com/problems/range-sum-query-2d-immutable/description/,[u'Dynamic Programming'],Medium,"[u'Facebook\xa016', u'Google\xa05', u'Houzz\xa04', u'Baidu\xa02', u'Microsoft\xa02']",0.279976373302,335.3580556268032,66.0,47400.0,304.0
[u'Number of Islands'],90800.0,251.0,True,NumberofIslandsII,https://leetcode.com/problems/number-of-islands-ii/description/,[u'Union Find'],Hard,"[u'Google\xa012', u'Uber\xa011', u'Facebook\xa06']",0.397577092511,212.2547571593639,6.0,36100.0,305.0
[u'Split Array into Fibonacci Sequence'],118500.0,131.0,False,AdditiveNumber,https://leetcode.com/problems/additive-number/description/,[u'Backtracking'],Medium,[u'Epic Systems\xa04'],0.278481012658,437.5715927677305,187.0,33000.0,306.0
"[u'Range Sum Query - Immutable', u'Range Sum Query 2D - Mutable']",205900.0,350.0,False,RangeSumQuery-Mutable,https://leetcode.com/problems/range-sum-query-mutable/description/,"[u'Binary Indexed Tree', u'Segment Tree']",Medium,[u'Google\xa09'],0.236036911122,233.40374846000657,30.0,48600.0,307.0
"[u'Range Sum Query 2D - Immutable', u'Range Sum Query - Mutable']",91600.0,145.0,True,RangeSumQuery2D-Mutable,https://leetcode.com/problems/range-sum-query-2d-mutable/description/,"[u'Binary Indexed Tree', u'Segment Tree']",Hard,[u'Google\xa034'],0.271834061135,272.80401782824424,32.0,24900.0,308.0
"[u'Best Time to Buy and Sell Stock', u'Best Time to Buy and Sell Stock II']",157400.0,724.0,False,BestTimetoBuyandSellStockwithCooldown,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/description/,[u'Dynamic Programming'],Medium,[u'Google\xa0'],0.424396442186,401.9821019711852,29.0,66800.0,309.0
"[u'Permutations', u'Permutations II', u'Permutation Sequence', u'Palindrome Permutation II']",556700.0,797.0,False,NextPermutation,https://leetcode.com/problems/next-permutation/description/,[u'Array'],Medium,"[u'Facebook\xa044', u'Google\xa08', u'Microsoft\xa07', u'Amazon\xa04', u'Samsung\xa02', u'LinkedIn\xa02']",0.291539428777,498.53615046099594,223.0,162300.0,31.0
"[u'Course Schedule', u'Course Schedule II']",164200.0,506.0,False,MinimumHeightTrees,https://leetcode.com/problems/minimum-height-trees/description/,"[u'Breadth-first Search', u'Graph']",Medium,[u'Google\xa03'],0.289890377588,199.73949069043164,22.0,47600.0,310.0
[],94300.0,164.0,True,SparseMatrixMultiplication,https://leetcode.com/problems/sparse-matrix-multiplication/description/,[u'Hash Table'],Medium,"[u'Facebook\xa019', u'LinkedIn\xa04', u'Bloomberg\xa04', u'Google\xa03']",0.531283138918,340.61264605654776,71.0,50100.0,311.0
[],96900.0,633.0,False,BurstBalloons,https://leetcode.com/problems/burst-balloons/description/,"[u'Divide and Conquer', u'Dynamic Programming']",Hard,"[u'Samsung\xa09', u'Amazon\xa05', u'Google\xa02', u'Snapchat\xa0']",0.440660474716,484.6373874641836,17.0,42700.0,312.0
[u'Ugly Number II'],126500.0,210.0,False,SuperUglyNumber,https://leetcode.com/problems/super-ugly-number/description/,"[u'Math', u'Heap']",Medium,[u'Google\xa0'],0.38814229249,284.020883808641,65.0,49100.0,313.0
[u'Binary Tree Level Order Traversal'],125800.0,282.0,True,BinaryTreeVerticalOrderTraversal,https://leetcode.com/problems/binary-tree-vertical-order-traversal/description/,[u'Hash Table'],Medium,"[u'Facebook\xa030', u'Amazon\xa012', u'Microsoft\xa03', u'Google\xa0', u'Snapchat\xa0']",0.383147853736,221.95792945604998,59.0,48200.0,314.0
"[u'Count of Range Sum', u'Queue Reconstruction by Height', u'Reverse Pairs']",147900.0,608.0,False,CountofSmallerNumbersAfterSelf,https://leetcode.com/problems/count-of-smaller-numbers-after-self/description/,"[u'Divide and Conquer', u'Binary Indexed Tree', u'Segment Tree', u'Binary Search Tree']",Hard,"[u'Google\xa07', u'Adobe\xa04', u'Apple\xa02', u'Dropbox\xa02']",0.352265043949,406.3536488082476,18.0,52100.0,315.0
[],141200.0,371.0,False,RemoveDuplicateLetters,https://leetcode.com/problems/remove-duplicate-letters/description/,"[u'Stack', u'Greedy']",Hard,[u'Google\xa0'],0.308073654391,482.9566110821877,39.0,43500.0,316.0
"[u'Walls and Gates', u'Best Meeting Point']",74600.0,181.0,True,ShortestDistancefromAllBuildings,https://leetcode.com/problems/shortest-distance-from-all-buildings/description/,[u'Breadth-first Search'],Hard,"[u'Google\xa018', u'Facebook\xa014', u'Snapchat\xa02', u'Zenefits\xa0']",0.349865951743,208.3979491841819,9.0,26100.0,317.0
[],143300.0,318.0,False,MaximumProductofWordLengths,https://leetcode.com/problems/maximum-product-of-word-lengths/description/,[u'Bit Manipulation'],Medium,[u'Google\xa0'],0.463363572924,370.14958623470477,28.0,66400.0,318.0
[u'Bulb Switcher II'],117000.0,157.0,False,BulbSwitcher,https://leetcode.com/problems/bulb-switcher/description/,"[u'Math', u'Brainteaser']",Medium,[],0.431623931624,534.0661971495723,407.0,50500.0,319.0
[u'Valid Parentheses'],574400.0,891.0,False,LongestValidParentheses,https://leetcode.com/problems/longest-valid-parentheses/description/,"[u'String', u'Dynamic Programming']",Hard,"[u'Facebook\xa020', u'Amazon\xa04', u'Google\xa03', u'Adobe\xa03', u'Alibaba\xa02']",0.235027855153,449.49777524708725,49.0,135000.0,32.0
"[u'Subsets', u'Unique Word Abbreviation', u'Minimum Unique Word Abbreviation']",67000.0,178.0,True,GeneralizedAbbreviation,https://leetcode.com/problems/generalized-abbreviation/description/,"[u'Backtracking', u'Bit Manipulation']",Medium,[u'Google\xa0'],0.467164179104,277.1283362238655,19.0,31300.0,320.0
"[u'Remove K Digits', u'Maximum Swap']",100400.0,210.0,False,CreateMaximumNumber,https://leetcode.com/problems/create-maximum-number/description/,"[u'Dynamic Programming', u'Greedy']",Hard,[u'Google\xa0'],0.249003984064,304.5078392786247,88.0,25000.0,321.0
[],396200.0,684.0,False,CoinChange,https://leetcode.com/problems/coin-change/description/,[u'Dynamic Programming'],Medium,"[u'Amazon\xa07', u'Facebook\xa06', u'Google\xa04', u'Apple\xa03', u'Microsoft\xa03', u'Bloomberg\xa03', u'LinkedIn\xa02']",0.269056032307,394.52981882130996,42.0,106600.0,322.0
"[u'Number of Islands', u'Graph Valid Tree', u'Friend Circles']",82100.0,194.0,True,NumberofConnectedComponentsinanUndirectedGraph,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/description/,"[u'Depth-first Search', u'Breadth-first Search', u'Union Find', u'Graph']",Medium,"[u'Google\xa03', u'LinkedIn\xa02', u'Facebook\xa02', u'Twitter\xa0']",0.492082825822,118.5341116333721,6.0,40400.0,323.0
"[u'Sort Colors', u'Kth Largest Element in an Array', u'Wiggle Sort']",158500.0,337.0,False,WiggleSortII,https://leetcode.com/problems/wiggle-sort-ii/description/,[u'Sort'],Medium,[u'Google\xa0'],0.265615141956,378.8763106686765,135.0,42100.0,324.0
"[u'Minimum Size Subarray Sum', u'Range Sum Query - Immutable', u'Contiguous Array', u'Subarray Product Less Than K']",129100.0,371.0,True,MaximumSizeSubarraySumEqualsk,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k/description/,[u'Hash Table'],Medium,"[u'Facebook\xa046', u'Google\xa06', u'Bloomberg\xa02', u'Palantir\xa0']",0.432223082881,291.92320842374124,16.0,55800.0,325.0
"[u'Power of Two', u'Power of Four']",336300.0,161.0,False,PowerofThree,https://leetcode.com/problems/power-of-three/description/,[u'Math'],Easy,[u'Google\xa0'],0.409455842997,516.0383444883935,661.0,137700.0,326.0
"[u'Count of Smaller Numbers After Self', u'Reverse Pairs']",82500.0,229.0,False,CountofRangeSum,https://leetcode.com/problems/count-of-range-sum/description/,"[u'Divide and Conquer', u'Binary Search Tree']",Hard,[u'Google\xa03'],0.310303030303,351.55889918235323,36.0,25600.0,327.0
[u'Split Linked List in Parts'],227900.0,387.0,False,OddEvenLinkedList,https://leetcode.com/problems/odd-even-linked-list/description/,[u'Linked List'],Medium,"[u'Microsoft\xa011', u'Bloomberg\xa04', u'Amazon\xa04', u'eBay\xa03']",0.457656867047,544.016214445425,168.0,104300.0,328.0
[],153100.0,468.0,False,LongestIncreasingPathinaMatrix,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/description/,"[u'Depth-first Search', u'Topological Sort', u'Memoization']",Hard,"[u'Apple\xa08', u'Google\xa07', u'Uber\xa05', u'Amazon\xa04', u'Microsoft\xa03', u'Yahoo\xa03']",0.376224689745,336.37942242402085,12.0,57600.0,329.0
"[u'Search in Rotated Sorted Array II', u'Find Minimum in Rotated Sorted Array']",871700.0,1111.0,False,SearchinRotatedSortedArray,https://leetcode.com/problems/search-in-rotated-sorted-array/description/,"[u'Array', u'Binary Search']",Medium,"[u'Microsoft\xa08', u'Google\xa07', u'Apple\xa05', u'Amazon\xa04', u'IXL\xa03', u'Bloomberg\xa03', u'Facebook\xa03', u'Baidu\xa03', u'LinkedIn\xa03', u'Palantir\xa02', u'Uber\xa0']",0.319834805552,538.1516643384429,222.0,278800.0,33.0
[],83800.0,178.0,False,PatchingArray,https://leetcode.com/problems/patching-array/description/,[u'Greedy'],Hard,[u'Google\xa0'],0.328162291169,313.3866558113082,36.0,27500.0,330.0
[],128500.0,308.0,False,VerifyPreorderSerializationofaBinaryTree,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree/description/,[u'Stack'],Medium,[u'Google\xa0'],0.375097276265,195.03580636442194,13.0,48200.0,331.0
[],174900.0,338.0,False,ReconstructItinerary,https://leetcode.com/problems/reconstruct-itinerary/description/,"[u'Depth-first Search', u'Graph']",Medium,"[u'Yelp\xa012', u'Google\xa04', u'Bloomberg\xa03', u'Facebook\xa02']",0.300171526587,307.65906353865523,204.0,52500.0,332.0
[],72100.0,192.0,True,LargestBSTSubtree,https://leetcode.com/problems/largest-bst-subtree/description/,[u'Tree'],Medium,[u'Microsoft\xa0'],0.314840499307,81.40005524521624,16.0,22700.0,333.0
[u'Longest Increasing Subsequence'],167800.0,453.0,False,IncreasingTripletSubsequence,https://leetcode.com/problems/increasing-triplet-subsequence/description/,[],Medium,"[u'Google\xa016', u'Facebook\xa0']",0.395709177592,353.6016327767885,44.0,66400.0,334.0
[],64900.0,53.0,False,SelfCrossing,https://leetcode.com/problems/self-crossing/description/,[u'Math'],Hard,[],0.265023112481,506.1683428969234,182.0,17200.0,335.0
"[u'Longest Palindromic Substring', u'Shortest Palindrome']",154000.0,348.0,False,PalindromePairs,https://leetcode.com/problems/palindrome-pairs/description/,"[u'Hash Table', u'String', u'Trie']",Hard,"[u'Airbnb\xa069', u'Facebook\xa028', u'Uber\xa06', u'Google\xa06', u'Apple\xa03']",0.275324675325,466.1261870357539,48.0,42400.0,336.0
"[u'House Robber', u'House Robber II']",157300.0,811.0,False,HouseRobberIII,https://leetcode.com/problems/house-robber-iii/description/,"[u'Tree', u'Depth-first Search']",Medium,"[u'Google\xa07', u'WAP\xa02', u'Uber\xa0']",0.453273998729,365.44846679338605,20.0,71300.0,337.0
[u'Number of 1 Bits'],193600.0,732.0,False,CountingBits,https://leetcode.com/problems/counting-bits/description/,"[u'Dynamic Programming', u'Bit Manipulation']",Medium,[u'Uber\xa02'],0.627066115702,554.3588924928106,53.0,121400.0,338.0
"[u'Nested List Weight Sum II', u'Array Nesting', u'Employee Importance']",58700.0,146.0,True,NestedListWeightSum,https://leetcode.com/problems/nested-list-weight-sum/description/,[u'Depth-first Search'],Easy,"[u'LinkedIn\xa055', u'Facebook\xa03']",0.642248722317,379.89767746589416,26.0,37700.0,339.0
[u'First Bad Version'],647700.0,776.0,False,FindFirstandLastPositionofElementinSortedArray,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/description/,"[u'Array', u'Binary Search']",Medium,"[u'Facebook\xa013', u'Bloomberg\xa07', u'LinkedIn\xa06', u'Uber\xa04', u'Apple\xa03', u'eBay\xa03', u'Google\xa02']",0.318357264166,395.9269347901677,42.0,206200.0,34.0
"[u'Longest Substring with At Most Two Distinct Characters', u'Longest Repeating Character Replacement']",116200.0,280.0,True,LongestSubstringwithAtMostKDistinctCharacters,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/description/,"[u'Hash Table', u'String']",Hard,"[u'Google\xa062', u'Facebook\xa023', u'Amazon\xa04', u'AppDynamics\xa0', u'Coupang\xa0']",0.383820998279,332.60287527142043,10.0,44600.0,340.0
"[u'Flatten 2D Vector', u'Zigzag Iterator', u'Mini Parser', u'Array Nesting']",161200.0,482.0,False,FlattenNestedListIterator,https://leetcode.com/problems/flatten-nested-list-iterator/description/,"[u'Stack', u'Design']",Medium,"[u'Uber\xa05', u'Facebook\xa04', u'Twitter\xa04', u'Apple\xa03', u'Google\xa03', u'LinkedIn\xa03']",0.439205955335,437.09446592254824,180.0,70800.0,341.0
"[u'Power of Two', u'Power of Three']",230700.0,206.0,False,PowerofFour,https://leetcode.com/problems/power-of-four/description/,[u'Bit Manipulation'],Easy,[u'Two Sigma\xa0'],0.394451668834,330.7779328586522,89.0,91000.0,342.0
[],131700.0,309.0,False,IntegerBreak,https://leetcode.com/problems/integer-break/description/,"[u'Math', u'Dynamic Programming']",Medium,[u'Google\xa03'],0.466970387244,391.1350786096034,104.0,61500.0,343.0
"[u'Reverse Vowels of a String', u'Reverse String II']",447400.0,423.0,False,ReverseString,https://leetcode.com/problems/reverse-string/description/,"[u'Two Pointers', u'String']",Easy,"[u'Microsoft\xa06', u'Apple\xa04', u'Alibaba\xa02', u'Tencent\xa02', u'eBay\xa02']",0.609745194457,625.2214104647587,260.0,272800.0,344.0
[u'Reverse String'],295000.0,245.0,False,ReverseVowelsofaString,https://leetcode.com/problems/reverse-vowels-of-a-string/description/,"[u'Two Pointers', u'String']",Easy,"[u'Google\xa030', u'Bloomberg\xa03']",0.396271186441,478.7646510538948,376.0,116900.0,345.0
[],72700.0,154.0,True,MovingAveragefromDataStream,https://leetcode.com/problems/moving-average-from-data-stream/description/,"[u'Design', u'Queue']",Easy,"[u'Google\xa014', u'Microsoft\xa06', u'Amazon\xa03', u'Facebook\xa03', u'Bloomberg\xa02']",0.612104539202,359.547225609331,24.0,44500.0,346.0
"[u'Word Frequency', u'Kth Largest Element in an Array', u'Sort Characters By Frequency', u'Split Array into Consecutive Subsequences', u'Top K Frequent Words']",234400.0,732.0,False,TopKFrequentElements,https://leetcode.com/problems/top-k-frequent-elements/description/,"[u'Hash Table', u'Heap']",Medium,"[u'Bloomberg\xa08', u'Amazon\xa06', u'Google\xa05', u'Uber\xa05', u'Microsoft\xa03', u'Twitter\xa02', u'Yahoo\xa02', u'Yahoo!\xa02', u'Facebook\xa02', u'Adobe\xa02', u'Yelp\xa0', u'Pocket Gems\xa0']",0.503412969283,522.6791347863401,51.0,118000.0,347.0
[u'Valid Tic-Tac-Toe State'],56600.0,180.0,True,DesignTic-Tac-Toe,https://leetcode.com/problems/design-tic-tac-toe/description/,[u'Design'],Medium,"[u'Facebook\xa017', u'Microsoft\xa017', u'Amazon\xa09', u'Apple\xa04', u'Google\xa0']",0.464664310954,307.00694400075906,13.0,26300.0,348.0
[u'Intersection of Two Arrays II'],297400.0,214.0,False,IntersectionofTwoArrays,https://leetcode.com/problems/intersection-of-two-arrays/description/,"[u'Hash Table', u'Two Pointers', u'Binary Search', u'Sort']",Easy,"[u'Facebook\xa012', u'Lyft\xa03', u'Google\xa03', u'Microsoft\xa02', u'LinkedIn\xa02', u'Two Sigma\xa0']",0.486886348352,512.953762305851,472.0,144800.0,349.0
[u'First Bad Version'],697200.0,713.0,False,SearchInsertPosition,https://leetcode.com/problems/search-insert-position/description/,"[u'Array', u'Binary Search']",Easy,"[u'Alibaba\xa02', u'Google\xa02']",0.40017211704,440.60562104213784,105.0,279000.0,35.0
[u'Intersection of Two Arrays'],278000.0,362.0,False,IntersectionofTwoArraysII,https://leetcode.com/problems/intersection-of-two-arrays-ii/description/,"[u'Hash Table', u'Two Pointers', u'Binary Search', u'Sort']",Easy,"[u'Facebook\xa033', u'Google\xa03', u'Alibaba\xa03']",0.441726618705,422.9338067709897,131.0,122800.0,350.0
[],51000.0,173.0,True,AndroidUnlockPatterns,https://leetcode.com/problems/android-unlock-patterns/description/,"[u'Dynamic Programming', u'Backtracking']",Medium,"[u'Google\xa08', u'Apple\xa02']",0.445098039216,200.84343837353953,136.0,22700.0,351.0
"[u'Summary Ranges', u'Find Right Interval', u'Range Module']",44300.0,86.0,False,DataStreamasDisjointIntervals,https://leetcode.com/problems/data-stream-as-disjoint-intervals/description/,[u'Binary Search Tree'],Hard,"[u'Apple\xa03', u'LinkedIn\xa02']",0.41309255079,240.72788286867876,29.0,18300.0,352.0
[],46300.0,93.0,True,DesignSnakeGame,https://leetcode.com/problems/design-snake-game/description/,"[u'Design', u'Queue']",Medium,"[u'Google\xa03', u'Uber\xa02']",0.276457883369,91.86595078855538,48.0,12800.0,353.0
[u'Longest Increasing Subsequence'],97400.0,293.0,False,RussianDollEnvelopes,https://leetcode.com/problems/russian-doll-envelopes/description/,"[u'Binary Search', u'Dynamic Programming']",Hard,"[u'Uber\xa04', u'Google\xa0']",0.326488706366,320.9519496193566,19.0,31800.0,354.0
[],102900.0,296.0,False,DesignTwitter,https://leetcode.com/problems/design-twitter/description/,"[u'Hash Table', u'Heap', u'Design']",Medium,"[u'Twitter\xa03', u'Amazon\xa0']",0.260447035957,198.71812389321403,79.0,26800.0,355.0
"[u'Max Points on a Line', u'Number of Boomerangs']",50500.0,69.0,True,LineReflection,https://leetcode.com/problems/line-reflection/description/,"[u'Hash Table', u'Math']",Medium,[u'Google\xa0'],0.30495049505,51.681470371763595,129.0,15400.0,356.0
[],109400.0,157.0,False,CountNumberswithUniqueDigits,https://leetcode.com/problems/count-numbers-with-unique-digits/description/,"[u'Math', u'Dynamic Programming', u'Backtracking']",Medium,[u'Google\xa0'],0.46252285192,380.306219181208,382.0,50600.0,357.0
"[u'Task Scheduler', u'Reorganize String']",50100.0,149.0,True,RearrangeStringkDistanceApart,https://leetcode.com/problems/rearrange-string-k-distance-apart/description/,"[u'Hash Table', u'Heap', u'Greedy']",Hard,[u'Google\xa04'],0.317365269461,109.21396884415452,8.0,15900.0,358.0
[u'Design Hit Counter'],46500.0,103.0,True,LoggerRateLimiter,https://leetcode.com/problems/logger-rate-limiter/description/,"[u'Hash Table', u'Design']",Easy,"[u'Uber\xa08', u'Google\xa07', u'Yelp\xa02']",0.612903225806,183.6158830058924,33.0,28500.0,359.0
[u'Sudoku Solver'],433700.0,455.0,False,ValidSudoku,https://leetcode.com/problems/valid-sudoku/description/,[u'Hash Table'],Medium,"[u'Google\xa05', u'Microsoft\xa03', u'Uber\xa02', u'Pinterest\xa02', u'Apple\xa02', u'Snapchat\xa0']",0.38667281531,529.4969082975764,131.0,167700.0,36.0
[],42400.0,129.0,True,SortTransformedArray,https://leetcode.com/problems/sort-transformed-array/description/,"[u'Math', u'Two Pointers']",Medium,"[u'Facebook\xa011', u'Google\xa08']",0.452830188679,164.62665991716648,37.0,19200.0,360.0
[],63400.0,167.0,True,BombEnemy,https://leetcode.com/problems/bomb-enemy/description/,[u'Dynamic Programming'],Medium,[u'Google\xa021'],0.408517350158,199.89091000458916,42.0,25900.0,361.0
